rowid,order,family,genus,species,longitude,latitude,year,source,study
92,Carnivora,Felidae,Leopardus,Leopardus pardalis,-48.84,-27.43,2006,atlantic_camtrap,"Goulart, F. V. B., N. C. Caceres, M. E. Graipel, M. A. Tortato, I. R. Ghizoni, and L. G. R. Oliveira-Santos. 2009. Habitat selection by large mammals in a southern Brazilian Atlantic Forest. Mammalian Biology 74:182–190."
93,Carnivora,Felidae,Leopardus,Leopardus guttulus,-48.84,-27.43,2006,atlantic_camtrap,"Goulart, F. V. B., N. C. Caceres, M. E. Graipel, M. A. Tortato, I. R. Ghizoni, and L. G. R. Oliveira-Santos. 2009. Habitat selection by large mammals in a southern Brazilian Atlantic Forest. Mammalian Biology 74:182–190."
94,Carnivora,Felidae,Leopardus,Leopardus wiedii,-48.84,-27.43,2006,atlantic_camtrap,"Goulart, F. V. B., N. C. Caceres, M. E. Graipel, M. A. Tortato, I. R. Ghizoni, and L. G. R. Oliveira-Santos. 2009. Habitat selection by large mammals in a southern Brazilian Atlantic Forest. Mammalian Biology 74:182–190."
95,Carnivora,Felidae,Puma,Puma concolor,-48.84,-27.43,2006,atlantic_camtrap,"Goulart, F. V. B., N. C. Caceres, M. E. Graipel, M. A. Tortato, I. R. Ghizoni, and L. G. R. Oliveira-Santos. 2009. Habitat selection by large mammals in a southern Brazilian Atlantic Forest. Mammalian Biology 74:182–190."
96,Carnivora,Mustelidae,Eira,Eira barbara,-48.84,-27.43,2006,atlantic_camtrap,"Goulart, F. V. B., N. C. Caceres, M. E. Graipel, M. A. Tortato, I. R. Ghizoni, and L. G. R. Oliveira-Santos. 2009. Habitat selection by large mammals in a southern Brazilian Atlantic Forest. Mammalian Biology 74:182–190."
97,Carnivora,Procyonidae,Nasua,Nasua nasua,-48.84,-27.43,2006,atlantic_camtrap,"Goulart, F. V. B., N. C. Caceres, M. E. Graipel, M. A. Tortato, I. R. Ghizoni, and L. G. R. Oliveira-Santos. 2009. Habitat selection by large mammals in a southern Brazilian Atlantic Forest. Mammalian Biology 74:182–190."
98,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-48.84,-27.43,2006,atlantic_camtrap,"Goulart, F. V. B., N. C. Caceres, M. E. Graipel, M. A. Tortato, I. R. Ghizoni, and L. G. R. Oliveira-Santos. 2009. Habitat selection by large mammals in a southern Brazilian Atlantic Forest. Mammalian Biology 74:182–190."
99,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-48.84,-27.43,2006,atlantic_camtrap,"Goulart, F. V. B., N. C. Caceres, M. E. Graipel, M. A. Tortato, I. R. Ghizoni, and L. G. R. Oliveira-Santos. 2009. Habitat selection by large mammals in a southern Brazilian Atlantic Forest. Mammalian Biology 74:182–190."
100,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,-48.84,-27.43,2006,atlantic_camtrap,"Goulart, F. V. B., N. C. Caceres, M. E. Graipel, M. A. Tortato, I. R. Ghizoni, and L. G. R. Oliveira-Santos. 2009. Habitat selection by large mammals in a southern Brazilian Atlantic Forest. Mammalian Biology 74:182–190."
101,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-48.84,-27.43,2006,atlantic_camtrap,"Goulart, F. V. B., N. C. Caceres, M. E. Graipel, M. A. Tortato, I. R. Ghizoni, and L. G. R. Oliveira-Santos. 2009. Habitat selection by large mammals in a southern Brazilian Atlantic Forest. Mammalian Biology 74:182–190."
102,Didelphimorphia,Didelphidae,Philander,Philander frenatus,-48.84,-27.43,2006,atlantic_camtrap,"Goulart, F. V. B., N. C. Caceres, M. E. Graipel, M. A. Tortato, I. R. Ghizoni, and L. G. R. Oliveira-Santos. 2009. Habitat selection by large mammals in a southern Brazilian Atlantic Forest. Mammalian Biology 74:182–190."
103,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,-48.84,-27.43,2006,atlantic_camtrap,"Goulart, F. V. B., N. C. Caceres, M. E. Graipel, M. A. Tortato, I. R. Ghizoni, and L. G. R. Oliveira-Santos. 2009. Habitat selection by large mammals in a southern Brazilian Atlantic Forest. Mammalian Biology 74:182–190."
104,Rodentia,Caviidae,Hydrochoerus,Hydrochoerus hydrochaeris,-48.84,-27.43,2006,atlantic_camtrap,"Goulart, F. V. B., N. C. Caceres, M. E. Graipel, M. A. Tortato, I. R. Ghizoni, and L. G. R. Oliveira-Santos. 2009. Habitat selection by large mammals in a southern Brazilian Atlantic Forest. Mammalian Biology 74:182–190."
105,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-48.84,-27.43,2006,atlantic_camtrap,"Goulart, F. V. B., N. C. Caceres, M. E. Graipel, M. A. Tortato, I. R. Ghizoni, and L. G. R. Oliveira-Santos. 2009. Habitat selection by large mammals in a southern Brazilian Atlantic Forest. Mammalian Biology 74:182–190."
106,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta azarae,-48.84,-27.43,2006,atlantic_camtrap,"Goulart, F. V. B., N. C. Caceres, M. E. Graipel, M. A. Tortato, I. R. Ghizoni, and L. G. R. Oliveira-Santos. 2009. Habitat selection by large mammals in a southern Brazilian Atlantic Forest. Mammalian Biology 74:182–190."
107,Artiodactyla,Cervidae,Mazama,Mazama americana,-40.55,-19.9,2002,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
108,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,-40.55,-19.9,2002,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
109,Carnivora,Canidae,Canis,Canis familiaris,-40.55,-19.9,2002,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
110,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-40.55,-19.9,2002,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
111,Carnivora,Felidae,Leopardus,Leopardus pardalis,-40.55,-19.9,2002,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
112,Carnivora,Felidae,Leopardus,Leopardus guttulus,-40.55,-19.9,2002,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
113,Carnivora,Felidae,Puma,Puma concolor,-40.55,-19.9,2002,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
114,Carnivora,Mustelidae,Eira,Eira barbara,-40.55,-19.9,2002,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
115,Carnivora,Procyonidae,Nasua,Nasua nasua,-40.55,-19.9,2002,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
116,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-40.55,-19.9,2002,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
117,Cingulata,Dasypodidae,Cabassous,Cabassous sp.,-40.55,-19.9,2002,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
118,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-40.55,-19.9,2002,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
119,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-40.55,-19.9,2002,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
120,Didelphimorphia,Didelphidae,Metachirus,Metachirus nudicaudatus,-40.55,-19.9,2002,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
121,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus brasiliensis,-40.55,-19.9,2002,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
122,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-40.55,-19.9,2002,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
123,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,-40.55,-19.9,2002,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
124,Rodentia,Sciuridae,Sciurus,Sciurus aestuans,-40.55,-19.9,2002,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
125,Artiodactyla,Cervidae,Mazama,Mazama americana,-40.55,-19.9,2004,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
126,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,-40.55,-19.9,2004,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
127,Carnivora,Canidae,Canis,Canis familiaris,-40.55,-19.9,2004,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
128,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-40.55,-19.9,2004,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
129,Carnivora,Felidae,Leopardus,Leopardus pardalis,-40.55,-19.9,2004,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
130,Carnivora,Felidae,Puma,Puma concolor,-40.55,-19.9,2004,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
131,Carnivora,Felidae,Puma,Puma yagouaroundi,-40.55,-19.9,2004,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
132,Carnivora,Procyonidae,Nasua,Nasua nasua,-40.55,-19.9,2004,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
133,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-40.55,-19.9,2004,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
134,Cingulata,Dasypodidae,Cabassous,Cabassous sp.,-40.55,-19.9,2004,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
135,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-40.55,-19.9,2004,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
136,Cingulata,Dasypodidae,Euphractus,Euphractus sexcinctus,-40.55,-19.9,2004,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
137,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-40.55,-19.9,2004,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
138,Didelphimorphia,Didelphidae,Metachirus,Metachirus nudicaudatus,-40.55,-19.9,2004,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
139,Didelphimorphia,Didelphidae,Philander,Philander frenatus,-40.55,-19.9,2004,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
140,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus brasiliensis,-40.55,-19.9,2004,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
141,Rodentia,Caviidae,Hydrochoerus,Hydrochoerus hydrochaeris,-40.55,-19.9,2004,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
142,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-40.55,-19.9,2004,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
143,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,-40.55,-19.9,2004,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
144,Rodentia,Sciuridae,Sciurus,Sciurus aestuans,-40.55,-19.9,2004,atlantic_camtrap,"Srbek-Araujo, A. C., and A. G. Chiarello. 2005. Is camera-trapping an efficient method for surveying mammals in Neotropical forests? A case study in south-eastern Brazil. Journal of Tropical Ecology 21:121–125."
145,Artiodactyla,Cervidae,Mazama,Mazama americana,-43.49,-20,2008,atlantic_camtrap,"Talamoni, S., B. Amaro, D. Cordeiro-Junior, and C. Maciel. 2014. Mammals of Reserva Particular do Patrimonio Natural Santuario do Caraca, state of Minas Gerais, Brazil. Check List 10:1005–1013."
146,Artiodactyla,Cervidae,Mazama,Mazama gouazoubira,-43.49,-20,2008,atlantic_camtrap,"Talamoni, S., B. Amaro, D. Cordeiro-Junior, and C. Maciel. 2014. Mammals of Reserva Particular do Patrimonio Natural Santuario do Caraca, state of Minas Gerais, Brazil. Check List 10:1005–1013."
147,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,-43.49,-20,2008,atlantic_camtrap,"Talamoni, S., B. Amaro, D. Cordeiro-Junior, and C. Maciel. 2014. Mammals of Reserva Particular do Patrimonio Natural Santuario do Caraca, state of Minas Gerais, Brazil. Check List 10:1005–1013."
148,Carnivora,Felidae,Leopardus,Leopardus wiedii,-43.49,-20,2008,atlantic_camtrap,"Talamoni, S., B. Amaro, D. Cordeiro-Junior, and C. Maciel. 2014. Mammals of Reserva Particular do Patrimonio Natural Santuario do Caraca, state of Minas Gerais, Brazil. Check List 10:1005–1013."
149,Carnivora,Felidae,Puma,Puma concolor,-43.49,-20,2008,atlantic_camtrap,"Talamoni, S., B. Amaro, D. Cordeiro-Junior, and C. Maciel. 2014. Mammals of Reserva Particular do Patrimonio Natural Santuario do Caraca, state of Minas Gerais, Brazil. Check List 10:1005–1013."
150,Didelphimorphia,Didelphidae,Monodelphis,Monodelphis scalops,-43.49,-20,2008,atlantic_camtrap,"Talamoni, S., B. Amaro, D. Cordeiro-Junior, and C. Maciel. 2014. Mammals of Reserva Particular do Patrimonio Natural Santuario do Caraca, state of Minas Gerais, Brazil. Check List 10:1005–1013."
