rowid,order,family,genus,species,longitude,latitude,year,source,geometry
758,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.60842,-15.59453,2017,neotropical_carnivores,"c(-47.60842, -15.59453)"
759,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-44.50931,-3.78543,2017,neotropical_carnivores,"c(-44.50931, -3.78543)"
760,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.56789,-15.55501,2013,neotropical_carnivores,"c(-47.56789, -15.55501)"
761,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.7015,-15.58603,2013,neotropical_carnivores,"c(-47.7015, -15.58603)"
762,Carnivora,Felidae,Leopardus,Leopardus guttulus,-53.16774,-31.89084,2016,neotropical_carnivores,"c(-53.16774, -31.89084)"
763,Carnivora,Felidae,Leopardus,Leopardus guttulus,-48.37986,-22.91003,2015,neotropical_carnivores,"c(-48.37986, -22.91003)"
764,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.26922,-28.25685,2014,neotropical_carnivores,"c(-54.26922, -28.25685)"
765,Carnivora,Felidae,Leopardus,Leopardus guttulus,-51.68029,-29.08207,2014,neotropical_carnivores,"c(-51.68029, -29.08207)"
766,Carnivora,Felidae,Leopardus,Leopardus pardalis,-50.55358,-28.23208,2012,neotropical_carnivores,"c(-50.55358, -28.23208)"
767,Carnivora,Felidae,Leopardus,Leopardus guttulus,-49.05083,-23.30723,2016,neotropical_carnivores,"c(-49.05083, -23.30723)"
768,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-50.89224,-26.29251,2016,neotropical_carnivores,"c(-50.89224, -26.29251)"
769,Carnivora,Felidae,Leopardus,Leopardus wiedii,-51.03946,-27.40426,2016,neotropical_carnivores,"c(-51.03946, -27.40426)"
770,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.45246,-18.51782,2016,neotropical_carnivores,"c(-46.45246, -18.51782)"
771,Carnivora,Felidae,Leopardus,Leopardus pardalis,-46.45641,-18.52115,2016,neotropical_carnivores,"c(-46.45641, -18.52115)"
772,Carnivora,Felidae,Leopardus,Leopardus pardalis,-45.76718,-20.47386,2016,neotropical_carnivores,"c(-45.76718, -20.47386)"
773,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.56986,-27.67556,2016,neotropical_carnivores,"c(-54.56986, -27.67556)"
774,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-48.00691,-18.86625,2016,neotropical_carnivores,"c(-48.00691, -18.86625)"
775,Carnivora,Felidae,Leopardus,Leopardus pardalis,-57.03372,-19.64568,2016,neotropical_carnivores,"c(-57.03372, -19.64568)"
776,Carnivora,Felidae,Leopardus,Leopardus guttulus,-51.58911,-29.76003,2016,neotropical_carnivores,"c(-51.58911, -29.76003)"
777,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-51.94199,-30.12737,2016,neotropical_carnivores,"c(-51.94199, -30.12737)"
778,Carnivora,Felidae,Leopardus,Leopardus wiedii,-51.72185,-30.10503,2016,neotropical_carnivores,"c(-51.72185, -30.10503)"
779,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.60166,-20.15,2016,neotropical_carnivores,"c(-56.60166, -20.15)"
780,Carnivora,Felidae,Leopardus,Leopardus pardalis,-45.80394,-23.75585,2016,neotropical_carnivores,"c(-45.80394, -23.75585)"
781,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.02526,-22.78837,2016,neotropical_carnivores,"c(-47.02526, -22.78837)"
782,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.3993,-25.47259,2016,neotropical_carnivores,"c(-54.3993, -25.47259)"
783,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.55164,-20.16968,2016,neotropical_carnivores,"c(-56.55164, -20.16968)"
784,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-48.51445,-21.82255,2016,neotropical_carnivores,"c(-48.51445, -21.82255)"
785,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-55.41323,-11.57401,2016,neotropical_carnivores,"c(-55.41323, -11.57401)"
786,Carnivora,Felidae,Leopardus,Leopardus guttulus,-47.4601,-22.70097,2016,neotropical_carnivores,"c(-47.4601, -22.70097)"
787,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.81023,-6.805738,2016,neotropical_carnivores,"c(-47.81023, -6.805738)"
788,Carnivora,Felidae,Leopardus,Leopardus guttulus,-51.53397,-29.9833,2016,neotropical_carnivores,"c(-51.53397, -29.9833)"
789,Carnivora,Felidae,Leopardus,Leopardus guttulus,-51.20584,-23.1514,2016,neotropical_carnivores,"c(-51.20584, -23.1514)"
790,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-51.49073,-30.49649,2016,neotropical_carnivores,"c(-51.49073, -30.49649)"
791,Carnivora,Felidae,Leopardus,Leopardus guttulus,-44.85654,-21.08898,2016,neotropical_carnivores,"c(-44.85654, -21.08898)"
792,Carnivora,Felidae,Leopardus,Leopardus guttulus,-47.85983,-24.8847,2016,neotropical_carnivores,"c(-47.85983, -24.8847)"
793,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-55.94303,-28.66494,2016,neotropical_carnivores,"c(-55.94303, -28.66494)"
794,Carnivora,Felidae,Leopardus,Leopardus pardalis,-54.02825,-19.51783,2016,neotropical_carnivores,"c(-54.02825, -19.51783)"
795,Carnivora,Felidae,Leopardus,Leopardus pardalis,-60.39582,3.028398,2016,neotropical_carnivores,"c(-60.39582, 3.028398)"
796,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.44683,-28.85466,2016,neotropical_carnivores,"c(-52.44683, -28.85466)"
797,Carnivora,Felidae,Leopardus,Leopardus guttulus,-52.07021,-29.35306,2016,neotropical_carnivores,"c(-52.07021, -29.35306)"
798,Carnivora,Felidae,Leopardus,Leopardus guttulus,-53.39794,-30.37383,2016,neotropical_carnivores,"c(-53.39794, -30.37383)"
799,Carnivora,Felidae,Leopardus,Leopardus pardalis,-41.95294,-4.493986,2015,neotropical_carnivores,"c(-41.95294, -4.493986)"
800,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-45.99658,-7.420252,2015,neotropical_carnivores,"c(-45.99658, -7.420252)"
801,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.5564,-20.16767,2015,neotropical_carnivores,"c(-56.5564, -20.16767)"
802,Carnivora,Felidae,Leopardus,Leopardus guttulus,-50.34564,-23.16178,2015,neotropical_carnivores,"c(-50.34564, -23.16178)"
803,Carnivora,Felidae,Leopardus,Leopardus guttulus,-54.77082,-28.12104,2015,neotropical_carnivores,"c(-54.77082, -28.12104)"
804,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-41.44542,-14.48343,2015,neotropical_carnivores,"c(-41.44542, -14.48343)"
805,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.09797,-22.78164,2015,neotropical_carnivores,"c(-47.09797, -22.78164)"
806,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-53.75328,-30.74445,2015,neotropical_carnivores,"c(-53.75328, -30.74445)"
807,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.40487,-32.16353,2015,neotropical_carnivores,"c(-52.40487, -32.16353)"
808,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-53.37416,-30.39607,2015,neotropical_carnivores,"c(-53.37416, -30.39607)"
809,Carnivora,Felidae,Leopardus,Leopardus colocolo,-52.62192,-30.22187,2015,neotropical_carnivores,"c(-52.62192, -30.22187)"
810,Carnivora,Felidae,Leopardus,Leopardus colocolo,-52.62195,-30.2219,2015,neotropical_carnivores,"c(-52.62195, -30.2219)"
811,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.77778,-7.154554,2015,neotropical_carnivores,"c(-47.77778, -7.154554)"
812,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.52699,-20.17917,2015,neotropical_carnivores,"c(-56.52699, -20.17917)"
813,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.27661,-22.36673,2015,neotropical_carnivores,"c(-52.27661, -22.36673)"
814,Carnivora,Felidae,Leopardus,Leopardus pardalis,-55.12396,-10.69308,2015,neotropical_carnivores,"c(-55.12396, -10.69308)"
815,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-41.69073,-22.10456,2015,neotropical_carnivores,"c(-41.69073, -22.10456)"
816,Carnivora,Felidae,Leopardus,Leopardus pardalis,-34.9091,-7.20708,2015,neotropical_carnivores,"c(-34.9091, -7.20708)"
817,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-55.28321,-30.0805,2015,neotropical_carnivores,"c(-55.28321, -30.0805)"
818,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-42.02338,-22.42835,2015,neotropical_carnivores,"c(-42.02338, -22.42835)"
819,Carnivora,Felidae,Leopardus,Leopardus pardalis,-54.13343,-20.90771,2015,neotropical_carnivores,"c(-54.13343, -20.90771)"
820,Carnivora,Felidae,Leopardus,Leopardus guttulus,-43.48789,-18.57343,2015,neotropical_carnivores,"c(-43.48789, -18.57343)"
821,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-40.54734,-9.216791,2015,neotropical_carnivores,"c(-40.54734, -9.216791)"
822,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-42.39316,-14.13127,2015,neotropical_carnivores,"c(-42.39316, -14.13127)"
823,Carnivora,Felidae,Leopardus,Leopardus guttulus,-53.59678,-28.73912,2015,neotropical_carnivores,"c(-53.59678, -28.73912)"
824,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.53649,-20.17544,2015,neotropical_carnivores,"c(-56.53649, -20.17544)"
825,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.56796,-30.54407,2015,neotropical_carnivores,"c(-52.56796, -30.54407)"
826,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-55.0321,-30.22648,2015,neotropical_carnivores,"c(-55.0321, -30.22648)"
827,Carnivora,Felidae,Leopardus,Leopardus pardalis,-49.12544,-20.40615,2015,neotropical_carnivores,"c(-49.12544, -20.40615)"
828,Carnivora,Felidae,Leopardus,Leopardus guttulus,-52.20565,-29.65052,2015,neotropical_carnivores,"c(-52.20565, -29.65052)"
829,Carnivora,Felidae,Leopardus,Leopardus pardalis,-46.68215,-14.76956,2015,neotropical_carnivores,"c(-46.68215, -14.76956)"
830,Carnivora,Felidae,Leopardus,Leopardus pardalis,-51.92306,-21.05079,2015,neotropical_carnivores,"c(-51.92306, -21.05079)"
831,Carnivora,Felidae,Leopardus,Leopardus guttulus,-52.02165,-27.9707,2015,neotropical_carnivores,"c(-52.02165, -27.9707)"
832,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-37.04518,-6.224655,2015,neotropical_carnivores,"c(-37.04518, -6.224655)"
833,Carnivora,Felidae,Leopardus,Leopardus colocolo,-42.00593,-16.82986,2015,neotropical_carnivores,"c(-42.00593, -16.82986)"
834,Carnivora,Felidae,Leopardus,Leopardus colocolo,-55.65586,-29.84798,2015,neotropical_carnivores,"c(-55.65586, -29.84798)"
835,Carnivora,Felidae,Leopardus,Leopardus guttulus,-46.777589999999996,-21.30281,2015,neotropical_carnivores,"c(-46.77759, -21.30281)"
836,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.55121,-15.55423,2015,neotropical_carnivores,"c(-47.55121, -15.55423)"
837,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.99513,-19.6796,2015,neotropical_carnivores,"c(-47.99513, -19.6796)"
838,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-48.05095,-20.49185,2015,neotropical_carnivores,"c(-48.05095, -20.49185)"
839,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.96355,-19.76067,2015,neotropical_carnivores,"c(-56.96355, -19.76067)"
840,Carnivora,Felidae,Leopardus,Leopardus colocolo,-50.33111,-19.01942,2015,neotropical_carnivores,"c(-50.33111, -19.01942)"
841,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.28383,-21.20517,2015,neotropical_carnivores,"c(-47.28383, -21.20517)"
842,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.62492,-20.14098,2015,neotropical_carnivores,"c(-56.62492, -20.14098)"
843,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-42.42697,-14.11988,2015,neotropical_carnivores,"c(-42.42697, -14.11988)"
844,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-48.69051,-23.47461,2015,neotropical_carnivores,"c(-48.69051, -23.47461)"
845,Carnivora,Felidae,Leopardus,Leopardus pardalis,-50.77906,-16.37501,2015,neotropical_carnivores,"c(-50.77906, -16.37501)"
846,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.57413,-27.67183,2015,neotropical_carnivores,"c(-54.57413, -27.67183)"
847,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.56638,-21.22195,2015,neotropical_carnivores,"c(-47.56638, -21.22195)"
848,Carnivora,Felidae,Leopardus,Leopardus guttulus,-44.89303,-20.95757,2015,neotropical_carnivores,"c(-44.89303, -20.95757)"
849,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.40321,-15.85586,2015,neotropical_carnivores,"c(-56.40321, -15.85586)"
850,Carnivora,Felidae,Leopardus,Leopardus pardalis,-55.68257,-12.48917,2014,neotropical_carnivores,"c(-55.68257, -12.48917)"
851,Carnivora,Felidae,Leopardus,Leopardus pardalis,-51.84409,-19.06034,2014,neotropical_carnivores,"c(-51.84409, -19.06034)"
852,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-56.15318,-29.98132,2014,neotropical_carnivores,"c(-56.15318, -29.98132)"
853,Carnivora,Felidae,Leopardus,Leopardus pardalis,-44.21326,-20.95442,2014,neotropical_carnivores,"c(-44.21326, -20.95442)"
854,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.94329,-17.10252,2014,neotropical_carnivores,"c(-56.94329, -17.10252)"
855,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.69939,-31.01803,2014,neotropical_carnivores,"c(-52.69939, -31.01803)"
856,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-57.58565,-19.32215,2014,neotropical_carnivores,"c(-57.58565, -19.32215)"
857,Carnivora,Felidae,Leopardus,Leopardus wiedii,-46.91354,-12.95705,2014,neotropical_carnivores,"c(-46.91354, -12.95705)"
858,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.8715,-11.48173,2014,neotropical_carnivores,"c(-47.8715, -11.48173)"
859,Carnivora,Felidae,Leopardus,Leopardus wiedii,-44.69704,-23.0839,2014,neotropical_carnivores,"c(-44.69704, -23.0839)"
860,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.06258,-15.86467,2014,neotropical_carnivores,"c(-56.06258, -15.86467)"
861,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-42.21106,-14.17185,2014,neotropical_carnivores,"c(-42.21106, -14.17185)"
862,Carnivora,Felidae,Leopardus,Leopardus pardalis,-53.08237,-20.43659,2014,neotropical_carnivores,"c(-53.08237, -20.43659)"
863,Carnivora,Felidae,Leopardus,Leopardus guttulus,-52.8813,-27.5589,2013,neotropical_carnivores,"c(-52.8813, -27.5589)"
864,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-49.94281,-24.58136,2012,neotropical_carnivores,"c(-49.94281, -24.58136)"
865,Carnivora,Felidae,Leopardus,Leopardus pardalis,-44.95238,-21.49641,2011,neotropical_carnivores,"c(-44.95238, -21.49641)"
866,Carnivora,Felidae,Leopardus,Leopardus pardalis,-44.34683,-21.44964,2011,neotropical_carnivores,"c(-44.34683, -21.44964)"
867,Carnivora,Felidae,Leopardus,Leopardus pardalis,-44.96301,-21.31761,2010,neotropical_carnivores,"c(-44.96301, -21.31761)"
868,Carnivora,Felidae,Leopardus,Leopardus pardalis,-49.38084,-22.59228,2009,neotropical_carnivores,"c(-49.38084, -22.59228)"
869,Carnivora,Felidae,Leopardus,Leopardus pardalis,-50.94531,-22.47194,2009,neotropical_carnivores,"c(-50.94531, -22.47194)"
870,Carnivora,Felidae,Leopardus,Leopardus guttulus,-43.00228,-22.46652,2008,neotropical_carnivores,"c(-43.00228, -22.46652)"
871,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.55065,-32.37042,2005,neotropical_carnivores,"c(-52.55065, -32.37042)"
872,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.55655,-32.39548,2005,neotropical_carnivores,"c(-52.55655, -32.39548)"
873,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.4246,-32.18205,2005,neotropical_carnivores,"c(-52.4246, -32.18205)"
874,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.40245,-32.16117,2005,neotropical_carnivores,"c(-52.40245, -32.16117)"
875,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.59271,-32.67447,2005,neotropical_carnivores,"c(-52.59271, -32.67447)"
876,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.36634,-32.12706,2005,neotropical_carnivores,"c(-52.36634, -32.12706)"
877,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.53408,-32.30455,2005,neotropical_carnivores,"c(-52.53408, -32.30455)"
878,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.5423,-32.33783,2005,neotropical_carnivores,"c(-52.5423, -32.33783)"
879,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.58362,-31.85251,2005,neotropical_carnivores,"c(-52.58362, -31.85251)"
880,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.46286,-32.21822,2005,neotropical_carnivores,"c(-52.46286, -32.21822)"
881,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.53035,-32.28776,2005,neotropical_carnivores,"c(-52.53035, -32.28776)"
882,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.56511,-32.42863,2004,neotropical_carnivores,"c(-52.56511, -32.42863)"
883,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.42265,-32.18018,2004,neotropical_carnivores,"c(-52.42265, -32.18018)"
884,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.32294,-31.87067,2004,neotropical_carnivores,"c(-52.32294, -31.87067)"
885,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.45679,-32.21251,2003,neotropical_carnivores,"c(-52.45679, -32.21251)"
886,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.34775,-32.11107,2002,neotropical_carnivores,"c(-52.34775, -32.11107)"
887,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.5566,-32.39582,2002,neotropical_carnivores,"c(-52.5566, -32.39582)"
888,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.45263,-32.20855,2002,neotropical_carnivores,"c(-52.45263, -32.20855)"
889,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.54187,-32.54433,2002,neotropical_carnivores,"c(-52.54187, -32.54433)"
890,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.54253,-32.3389,2002,neotropical_carnivores,"c(-52.54253, -32.3389)"
891,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.57808,-32.4831,2002,neotropical_carnivores,"c(-52.57808, -32.4831)"
892,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.56395,-32.42536,2002,neotropical_carnivores,"c(-52.56395, -32.42536)"
893,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.37798,-32.1381,2002,neotropical_carnivores,"c(-52.37798, -32.1381)"
894,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.37854,-32.13858,2002,neotropical_carnivores,"c(-52.37854, -32.13858)"
895,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.55627,-32.39493,2002,neotropical_carnivores,"c(-52.55627, -32.39493)"
896,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,-52.51352,-32.26599,2002,neotropical_carnivores,"c(-52.51352, -32.26599)"
951,Carnivora,Felidae,Leopardus,Leopardus pardalis,-55.28533,-19.98981,2016,neotropical_carnivores,"c(-55.28533, -19.98981)"
952,Carnivora,Felidae,Leopardus,Leopardus pardalis,-55.32393,-19.83561,2015,neotropical_carnivores,"c(-55.32393, -19.83561)"
953,Carnivora,Felidae,Leopardus,Leopardus pardalis,-55.32392,-19.83623,2015,neotropical_carnivores,"c(-55.32392, -19.83623)"
954,Carnivora,Felidae,Leopardus,Leopardus pardalis,-55.35157,-19.75117,2015,neotropical_carnivores,"c(-55.35157, -19.75117)"
955,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.17614,-20.15895,2015,neotropical_carnivores,"c(-56.17614, -20.15895)"
956,Carnivora,Felidae,Leopardus,Leopardus pardalis,-55.11607,-19.82777,2015,neotropical_carnivores,"c(-55.11607, -19.82777)"
957,Carnivora,Felidae,Leopardus,Leopardus pardalis,-55.17995,-19.68291,2015,neotropical_carnivores,"c(-55.17995, -19.68291)"
958,Carnivora,Felidae,Leopardus,Leopardus pardalis,-55.31639,-19.66953,2014,neotropical_carnivores,"c(-55.31639, -19.66953)"
959,Carnivora,Felidae,Leopardus,Leopardus pardalis,-55.25176,-19.83172,2014,neotropical_carnivores,"c(-55.25176, -19.83172)"
960,Carnivora,Felidae,Leopardus,Leopardus pardalis,-55.19274,-19.99219,2014,neotropical_carnivores,"c(-55.19274, -19.99219)"
961,Carnivora,Felidae,Leopardus,Leopardus pardalis,-55.18945,-19.99201,2014,neotropical_carnivores,"c(-55.18945, -19.99201)"
962,Carnivora,Felidae,Leopardus,Leopardus pardalis,-55.25141,-19.74412,2014,neotropical_carnivores,"c(-55.25141, -19.74412)"
963,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.1677,-20.17076,2014,neotropical_carnivores,"c(-56.1677, -20.17076)"
964,Carnivora,Felidae,Leopardus,Leopardus pardalis,-55.32487,-19.68809,2014,neotropical_carnivores,"c(-55.32487, -19.68809)"
965,Carnivora,Felidae,Leopardus,Leopardus pardalis,-55.12961,-19.73093,2013,neotropical_carnivores,"c(-55.12961, -19.73093)"
