rowid,order,family,genus,species,longitude,latitude,year,source,geometry
7695,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.83403,-1.58869,2012,neotropical_carnivores,"c(-59.83403, -1.58869)"
7696,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.42144,-1.83331,2012,neotropical_carnivores,"c(-59.42144, -1.83331)"
7697,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.42144,-1.83331,2012,neotropical_carnivores,"c(-59.42144, -1.83331)"
7698,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.42144,-1.83331,2012,neotropical_carnivores,"c(-59.42144, -1.83331)"
7699,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.75914,-1.71786,2012,neotropical_carnivores,"c(-59.75914, -1.71786)"
7700,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.75914,-1.71786,2012,neotropical_carnivores,"c(-59.75914, -1.71786)"
7701,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.75914,-1.71786,2012,neotropical_carnivores,"c(-59.75914, -1.71786)"
7702,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.911,-1.41461,2012,neotropical_carnivores,"c(-59.911, -1.41461)"
7703,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.90739,-1.43261,2012,neotropical_carnivores,"c(-59.90739, -1.43261)"
7704,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.90739,-1.43261,2012,neotropical_carnivores,"c(-59.90739, -1.43261)"
7705,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.89861,-1.4365,2012,neotropical_carnivores,"c(-59.89861, -1.4365)"
7706,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.89178,-1.56058,2012,neotropical_carnivores,"c(-59.89178, -1.56058)"
7707,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.70758,-1.75128,2012,neotropical_carnivores,"c(-59.70758, -1.75128)"
7708,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.70758,-1.75128,2012,neotropical_carnivores,"c(-59.70758, -1.75128)"
7709,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.70758,-1.75128,2012,neotropical_carnivores,"c(-59.70758, -1.75128)"
7710,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.89178,-1.56058,2012,neotropical_carnivores,"c(-59.89178, -1.56058)"
7711,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.89178,-1.56058,2012,neotropical_carnivores,"c(-59.89178, -1.56058)"
7712,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.87183,-1.58478,2012,neotropical_carnivores,"c(-59.87183, -1.58478)"
7713,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.87183,-1.58478,2012,neotropical_carnivores,"c(-59.87183, -1.58478)"
7714,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.87183,-1.58478,2012,neotropical_carnivores,"c(-59.87183, -1.58478)"
7715,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.73981,-1.51414,2012,neotropical_carnivores,"c(-59.73981, -1.51414)"
7716,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.73981,-1.51414,2012,neotropical_carnivores,"c(-59.73981, -1.51414)"
7717,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.73981,-1.51414,2012,neotropical_carnivores,"c(-59.73981, -1.51414)"
7718,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.84236,-1.65092,2012,neotropical_carnivores,"c(-59.84236, -1.65092)"
7719,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.868,-1.486,2012,neotropical_carnivores,"c(-59.868, -1.486)"
7720,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.84236,-1.65092,2012,neotropical_carnivores,"c(-59.84236, -1.65092)"
7721,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.868,-1.486,2012,neotropical_carnivores,"c(-59.868, -1.486)"
7722,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.868,-1.486,2012,neotropical_carnivores,"c(-59.868, -1.486)"
7723,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.84236,-1.65092,2012,neotropical_carnivores,"c(-59.84236, -1.65092)"
7724,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.82892,-1.52264,2012,neotropical_carnivores,"c(-59.82892, -1.52264)"
7725,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.82892,-1.52264,2012,neotropical_carnivores,"c(-59.82892, -1.52264)"
7726,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.82892,-1.52264,2012,neotropical_carnivores,"c(-59.82892, -1.52264)"
7727,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.83633,-1.46906,2012,neotropical_carnivores,"c(-59.83633, -1.46906)"
7728,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.83633,-1.46906,2012,neotropical_carnivores,"c(-59.83633, -1.46906)"
7729,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.83633,-1.46906,2012,neotropical_carnivores,"c(-59.83633, -1.46906)"
7730,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.75144,-1.54763,2012,neotropical_carnivores,"c(-59.75144, -1.54763)"
7731,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.75144,-1.54763,2012,neotropical_carnivores,"c(-59.75144, -1.54763)"
7732,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.75144,-1.54763,2012,neotropical_carnivores,"c(-59.75144, -1.54763)"
7733,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.77813,-1.3953,2012,neotropical_carnivores,"c(-59.77813, -1.3953)"
7734,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.77813,-1.3953,2012,neotropical_carnivores,"c(-59.77813, -1.3953)"
7735,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.77813,-1.3953,2012,neotropical_carnivores,"c(-59.77813, -1.3953)"
7736,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.44074,-1.8771,2012,neotropical_carnivores,"c(-59.44074, -1.8771)"
7737,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.44074,-1.8771,2012,neotropical_carnivores,"c(-59.44074, -1.8771)"
7738,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.44074,-1.8771,2012,neotropical_carnivores,"c(-59.44074, -1.8771)"
7739,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.44456,-1.73847,2012,neotropical_carnivores,"c(-59.44456, -1.73847)"
7740,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.51269,-1.79306,2012,neotropical_carnivores,"c(-59.51269, -1.79306)"
7741,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.35258,-1.84139,2012,neotropical_carnivores,"c(-59.35258, -1.84139)"
7742,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.51269,-1.79306,2012,neotropical_carnivores,"c(-59.51269, -1.79306)"
7743,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.44456,-1.73847,2012,neotropical_carnivores,"c(-59.44456, -1.73847)"
7744,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.44456,-1.73847,2012,neotropical_carnivores,"c(-59.44456, -1.73847)"
7745,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.35258,-1.84139,2012,neotropical_carnivores,"c(-59.35258, -1.84139)"
7746,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.35258,-1.84139,2012,neotropical_carnivores,"c(-59.35258, -1.84139)"
7747,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.51269,-1.79306,2012,neotropical_carnivores,"c(-59.51269, -1.79306)"
7748,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.44756,-1.79147,2012,neotropical_carnivores,"c(-59.44756, -1.79147)"
7749,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.44756,-1.79147,2012,neotropical_carnivores,"c(-59.44756, -1.79147)"
7750,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.44756,-1.79147,2012,neotropical_carnivores,"c(-59.44756, -1.79147)"
7751,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.44275,-1.59539,2012,neotropical_carnivores,"c(-59.44275, -1.59539)"
7752,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.71653,-1.67478,2012,neotropical_carnivores,"c(-59.71653, -1.67478)"
7753,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.65336,-1.68219,2012,neotropical_carnivores,"c(-59.65336, -1.68219)"
7754,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.69272,-1.77514,2012,neotropical_carnivores,"c(-59.69272, -1.77514)"
7755,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.71653,-1.67478,2012,neotropical_carnivores,"c(-59.71653, -1.67478)"
7756,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.71653,-1.67478,2012,neotropical_carnivores,"c(-59.71653, -1.67478)"
7757,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.69272,-1.77514,2012,neotropical_carnivores,"c(-59.69272, -1.77514)"
7758,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.69272,-1.77514,2012,neotropical_carnivores,"c(-59.69272, -1.77514)"
7759,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.65336,-1.68219,2012,neotropical_carnivores,"c(-59.65336, -1.68219)"
7760,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.65336,-1.68219,2012,neotropical_carnivores,"c(-59.65336, -1.68219)"
7761,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.44275,-1.59539,2012,neotropical_carnivores,"c(-59.44275, -1.59539)"
7762,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.44275,-1.59539,2012,neotropical_carnivores,"c(-59.44275, -1.59539)"
7763,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.63258,-1.83,2012,neotropical_carnivores,"c(-59.63258, -1.83)"
7764,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.63258,-1.83,2012,neotropical_carnivores,"c(-59.63258, -1.83)"
7765,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.63258,-1.83,2012,neotropical_carnivores,"c(-59.63258, -1.83)"
7766,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.66106,-1.87447,2012,neotropical_carnivores,"c(-59.66106, -1.87447)"
7767,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.66106,-1.87447,2012,neotropical_carnivores,"c(-59.66106, -1.87447)"
7768,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.66106,-1.87447,2012,neotropical_carnivores,"c(-59.66106, -1.87447)"
7769,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.59528,-1.83472,2012,neotropical_carnivores,"c(-59.59528, -1.83472)"
7770,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.59528,-1.83472,2012,neotropical_carnivores,"c(-59.59528, -1.83472)"
7771,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.59528,-1.83472,2012,neotropical_carnivores,"c(-59.59528, -1.83472)"
7772,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.74472,-1.74878,2012,neotropical_carnivores,"c(-59.74472, -1.74878)"
7773,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.74472,-1.74878,2012,neotropical_carnivores,"c(-59.74472, -1.74878)"
7774,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.67925,-1.76331,2012,neotropical_carnivores,"c(-59.67925, -1.76331)"
7775,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.61922,-1.69639,2012,neotropical_carnivores,"c(-59.61922, -1.69639)"
7776,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.74472,-1.74878,2012,neotropical_carnivores,"c(-59.74472, -1.74878)"
7777,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.67925,-1.76331,2012,neotropical_carnivores,"c(-59.67925, -1.76331)"
7778,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.67925,-1.76331,2012,neotropical_carnivores,"c(-59.67925, -1.76331)"
7779,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.61922,-1.69639,2012,neotropical_carnivores,"c(-59.61922, -1.69639)"
7780,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.61922,-1.69639,2012,neotropical_carnivores,"c(-59.61922, -1.69639)"
7781,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.36247,-1.76706,2012,neotropical_carnivores,"c(-59.36247, -1.76706)"
7782,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.36247,-1.76706,2012,neotropical_carnivores,"c(-59.36247, -1.76706)"
7783,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.36247,-1.76706,2012,neotropical_carnivores,"c(-59.36247, -1.76706)"
7784,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.78153,-1.70681,2012,neotropical_carnivores,"c(-59.78153, -1.70681)"
7785,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.68253,-1.83436,2012,neotropical_carnivores,"c(-59.68253, -1.83436)"
7786,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.71933,-1.82264,2012,neotropical_carnivores,"c(-59.71933, -1.82264)"
7787,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.71933,-1.82264,2012,neotropical_carnivores,"c(-59.71933, -1.82264)"
7788,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.72139,-1.85578,2012,neotropical_carnivores,"c(-59.72139, -1.85578)"
7789,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.70642,-1.83908,2012,neotropical_carnivores,"c(-59.70642, -1.83908)"
7790,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.72139,-1.85578,2012,neotropical_carnivores,"c(-59.72139, -1.85578)"
7791,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.71933,-1.82264,2012,neotropical_carnivores,"c(-59.71933, -1.82264)"
7792,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.78153,-1.70681,2012,neotropical_carnivores,"c(-59.78153, -1.70681)"
7793,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.78153,-1.70681,2012,neotropical_carnivores,"c(-59.78153, -1.70681)"
7794,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.68253,-1.83436,2012,neotropical_carnivores,"c(-59.68253, -1.83436)"
7795,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.68253,-1.83436,2012,neotropical_carnivores,"c(-59.68253, -1.83436)"
7796,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.70642,-1.83908,2012,neotropical_carnivores,"c(-59.70642, -1.83908)"
7797,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.70642,-1.83908,2012,neotropical_carnivores,"c(-59.70642, -1.83908)"
7798,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.72139,-1.85578,2012,neotropical_carnivores,"c(-59.72139, -1.85578)"
7799,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.78719,-1.48775,2012,neotropical_carnivores,"c(-59.78719, -1.48775)"
7800,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.78944,-1.506,2012,neotropical_carnivores,"c(-59.78944, -1.506)"
7801,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.82231,-1.50542,2012,neotropical_carnivores,"c(-59.82231, -1.50542)"
7802,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.82231,-1.50542,2012,neotropical_carnivores,"c(-59.82231, -1.50542)"
7803,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.82231,-1.50542,2012,neotropical_carnivores,"c(-59.82231, -1.50542)"
7804,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.78719,-1.48775,2012,neotropical_carnivores,"c(-59.78719, -1.48775)"
7805,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.78719,-1.48775,2012,neotropical_carnivores,"c(-59.78719, -1.48775)"
7806,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.78944,-1.506,2012,neotropical_carnivores,"c(-59.78944, -1.506)"
7807,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.78944,-1.506,2012,neotropical_carnivores,"c(-59.78944, -1.506)"
7808,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.62353,-1.62025,2012,neotropical_carnivores,"c(-59.62353, -1.62025)"
7809,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.62353,-1.62025,2012,neotropical_carnivores,"c(-59.62353, -1.62025)"
7810,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.62353,-1.62025,2012,neotropical_carnivores,"c(-59.62353, -1.62025)"
7811,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.24772,-1.79411,2012,neotropical_carnivores,"c(-59.24772, -1.79411)"
7812,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.265860000000004,-1.79519,2012,neotropical_carnivores,"c(-59.26586, -1.79519)"
7813,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.75361,-1.62753,2012,neotropical_carnivores,"c(-59.75361, -1.62753)"
7814,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.75361,-1.62753,2012,neotropical_carnivores,"c(-59.75361, -1.62753)"
7815,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.75361,-1.62753,2012,neotropical_carnivores,"c(-59.75361, -1.62753)"
7816,Carnivora,Felidae,Leopardus,Leopardus pardalis,-59.256,-1.81422,2012,neotropical_carnivores,"c(-59.256, -1.81422)"
7817,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.256,-1.81422,2012,neotropical_carnivores,"c(-59.256, -1.81422)"
7818,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.24772,-1.79411,2012,neotropical_carnivores,"c(-59.24772, -1.79411)"
7819,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.24772,-1.79411,2012,neotropical_carnivores,"c(-59.24772, -1.79411)"
7820,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.256,-1.81422,2012,neotropical_carnivores,"c(-59.256, -1.81422)"
7821,Carnivora,Felidae,Leopardus,Leopardus wiedii,-59.265860000000004,-1.79519,2012,neotropical_carnivores,"c(-59.26586, -1.79519)"
7822,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-59.265860000000004,-1.79519,2012,neotropical_carnivores,"c(-59.26586, -1.79519)"
7823,Carnivora,Felidae,Leopardus,Leopardus pardalis,-42.03194,-4.00889,2006,neotropical_carnivores,"c(-42.03194, -4.00889)"
7824,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-42.03194,-4.00889,2006,neotropical_carnivores,"c(-42.03194, -4.00889)"
7825,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-42.03194,-4.00889,2006,neotropical_carnivores,"c(-42.03194, -4.00889)"
7826,Carnivora,Felidae,Leopardus,Leopardus pardalis,-41.69731,-4.093,2006,neotropical_carnivores,"c(-41.69731, -4.093)"
7827,Carnivora,Felidae,Leopardus,Leopardus pardalis,-41.719,-4.12139,2006,neotropical_carnivores,"c(-41.719, -4.12139)"
7828,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-41.70036,-4.08953,2006,neotropical_carnivores,"c(-41.70036, -4.08953)"
7829,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-41.70606,-4.07556,2006,neotropical_carnivores,"c(-41.70606, -4.07556)"
7830,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-41.719,-4.12139,2006,neotropical_carnivores,"c(-41.719, -4.12139)"
7831,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-41.71344,-4.10175,2006,neotropical_carnivores,"c(-41.71344, -4.10175)"
7832,Carnivora,Felidae,Leopardus,Leopardus pardalis,-41.6845,-4.12347,2006,neotropical_carnivores,"c(-41.6845, -4.12347)"
7833,Carnivora,Felidae,Leopardus,Leopardus pardalis,-41.68575,-4.12244,2006,neotropical_carnivores,"c(-41.68575, -4.12244)"
7834,Carnivora,Felidae,Leopardus,Leopardus pardalis,-41.68794,-4.12867,2006,neotropical_carnivores,"c(-41.68794, -4.12867)"
7835,Carnivora,Felidae,Leopardus,Leopardus pardalis,-41.73733,-4.09294,2006,neotropical_carnivores,"c(-41.73733, -4.09294)"
7836,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-41.689,-4.10742,2006,neotropical_carnivores,"c(-41.689, -4.10742)"
7837,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-41.69042,-4.10636,2006,neotropical_carnivores,"c(-41.69042, -4.10636)"
7838,Carnivora,Felidae,Leopardus,Leopardus pardalis,-41.71464,-4.09011,2006,neotropical_carnivores,"c(-41.71464, -4.09011)"
7839,Carnivora,Felidae,Leopardus,Leopardus pardalis,-41.71525,-4.09058,2006,neotropical_carnivores,"c(-41.71525, -4.09058)"
7840,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-41.71464,-4.09011,2006,neotropical_carnivores,"c(-41.71464, -4.09011)"
7841,Carnivora,Felidae,Leopardus,Leopardus pardalis,-41.71494,-4.09058,2006,neotropical_carnivores,"c(-41.71494, -4.09058)"
7842,Carnivora,Felidae,Leopardus,Leopardus pardalis,-41.73564,-4.09286,2006,neotropical_carnivores,"c(-41.73564, -4.09286)"
7843,Carnivora,Felidae,Leopardus,Leopardus pardalis,-41.72706,-4.087,2006,neotropical_carnivores,"c(-41.72706, -4.087)"
7844,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-41.2105,-15.76127,2015,neotropical_carnivores,"c(-41.2105, -15.76127)"
7845,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-41.2105,-15.76127,2015,neotropical_carnivores,"c(-41.2105, -15.76127)"
7846,Carnivora,Felidae,Leopardus,Leopardus pardalis,-41.37725,-16.00669,2015,neotropical_carnivores,"c(-41.37725, -16.00669)"
7847,Carnivora,Felidae,Leopardus,Leopardus guttulus,-41.79287,-20.43507,2018,neotropical_carnivores,"c(-41.79287, -20.43507)"
7848,Carnivora,Felidae,Leopardus,Leopardus guttulus,-41.76243,-20.55287,2016,neotropical_carnivores,"c(-41.76243, -20.55287)"
7849,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-41.22509,-15.76761,2015,neotropical_carnivores,"c(-41.22509, -15.76761)"
7850,Carnivora,Felidae,Leopardus,Leopardus tigrinus,-41.2281,-15.76691,2015,neotropical_carnivores,"c(-41.2281, -15.76691)"
7851,Carnivora,Felidae,Leopardus,Leopardus pardalis,-41.37412,-16.0061,2015,neotropical_carnivores,"c(-41.37412, -16.0061)"
7852,Carnivora,Felidae,Leopardus,Leopardus pardalis,-55.83141,-15.40716,2017,neotropical_carnivores,"c(-55.83141, -15.40716)"
7853,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-55.83141,-15.40716,2016,neotropical_carnivores,"c(-55.83141, -15.40716)"
7854,Carnivora,Felidae,Leopardus,Leopardus wiedii,-55.83141,-15.40716,2016,neotropical_carnivores,"c(-55.83141, -15.40716)"
7855,Carnivora,Felidae,Leopardus,Leopardus pardalis,-55.81019,-15.31011,2016,neotropical_carnivores,"c(-55.81019, -15.31011)"
7856,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-55.96533,-15.33242,2016,neotropical_carnivores,"c(-55.96533, -15.33242)"
7857,Carnivora,Felidae,Leopardus,Leopardus pardalis,-55.81153,-15.29642,2016,neotropical_carnivores,"c(-55.81153, -15.29642)"
7858,Carnivora,Felidae,Leopardus,Leopardus wiedii,-55.81333,-15.28336,2016,neotropical_carnivores,"c(-55.81333, -15.28336)"
7859,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-55.81531,-15.36242,2016,neotropical_carnivores,"c(-55.81531, -15.36242)"
7860,Carnivora,Felidae,Leopardus,Leopardus pardalis,-55.83642,-15.30056,2016,neotropical_carnivores,"c(-55.83642, -15.30056)"
7861,Carnivora,Felidae,Leopardus,Leopardus pardalis,-54.44695,-25.63554,2009,neotropical_carnivores,"c(-54.44695, -25.63554)"
7862,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.44695,-25.63554,2009,neotropical_carnivores,"c(-54.44695, -25.63554)"
7863,Carnivora,Felidae,Leopardus,Leopardus guttulus,-54.44695,-25.63554,2009,neotropical_carnivores,"c(-54.44695, -25.63554)"
7864,Carnivora,Felidae,Leopardus,Leopardus wiedii,-54.44695,-25.63554,2009,neotropical_carnivores,"c(-54.44695, -25.63554)"
7865,Carnivora,Felidae,Leopardus,Leopardus pardalis,-54.3961,-25.5933,2009,neotropical_carnivores,"c(-54.3961, -25.5933)"
7866,Carnivora,Felidae,Leopardus,Leopardus pardalis,-54.0582,-25.4921,2009,neotropical_carnivores,"c(-54.0582, -25.4921)"
7867,Carnivora,Felidae,Leopardus,Leopardus pardalis,-54.4236,-25.6516,2009,neotropical_carnivores,"c(-54.4236, -25.6516)"
7868,Carnivora,Felidae,Leopardus,Leopardus pardalis,-54.0592,-25.5277,2009,neotropical_carnivores,"c(-54.0592, -25.5277)"
7869,Carnivora,Felidae,Leopardus,Leopardus pardalis,-54.094,-25.5794,2009,neotropical_carnivores,"c(-54.094, -25.5794)"
7870,Carnivora,Felidae,Leopardus,Leopardus pardalis,-54.0926,-25.4759,2009,neotropical_carnivores,"c(-54.0926, -25.4759)"
7871,Carnivora,Felidae,Leopardus,Leopardus pardalis,-54.026,-25.5086,2009,neotropical_carnivores,"c(-54.026, -25.5086)"
7872,Carnivora,Felidae,Leopardus,Leopardus pardalis,-54.061,-25.5609,2009,neotropical_carnivores,"c(-54.061, -25.5609)"
7873,Carnivora,Felidae,Leopardus,Leopardus pardalis,-54.4314,-25.6889,2009,neotropical_carnivores,"c(-54.4314, -25.6889)"
7874,Carnivora,Felidae,Leopardus,Leopardus pardalis,-54.2686,-25.5698,2009,neotropical_carnivores,"c(-54.2686, -25.5698)"
7875,Carnivora,Felidae,Leopardus,Leopardus pardalis,-54.2309,-25.5207,2009,neotropical_carnivores,"c(-54.2309, -25.5207)"
7876,Carnivora,Felidae,Leopardus,Leopardus pardalis,-54.0902,-25.5097,2009,neotropical_carnivores,"c(-54.0902, -25.5097)"
7877,Carnivora,Felidae,Leopardus,Leopardus pardalis,-54.3952,-25.6265,2009,neotropical_carnivores,"c(-54.3952, -25.6265)"
7878,Carnivora,Felidae,Leopardus,Leopardus guttulus,-54.3961,-25.5933,2009,neotropical_carnivores,"c(-54.3961, -25.5933)"
7879,Carnivora,Felidae,Leopardus,Leopardus pardalis,-54.4316,-25.5785,2009,neotropical_carnivores,"c(-54.4316, -25.5785)"
7880,Carnivora,Felidae,Leopardus,Leopardus guttulus,-54.4316,-25.5785,2009,neotropical_carnivores,"c(-54.4316, -25.5785)"
7881,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.4316,-25.5785,2009,neotropical_carnivores,"c(-54.4316, -25.5785)"
7882,Carnivora,Felidae,Leopardus,Leopardus pardalis,-54.3313,-25.5685,2009,neotropical_carnivores,"c(-54.3313, -25.5685)"
7883,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.3012,-25.549,2009,neotropical_carnivores,"c(-54.3012, -25.549)"
7884,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.2686,-25.5698,2009,neotropical_carnivores,"c(-54.2686, -25.5698)"
7885,Carnivora,Felidae,Leopardus,Leopardus pardalis,-54.2369,-25.5542,2009,neotropical_carnivores,"c(-54.2369, -25.5542)"
7886,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.2309,-25.5207,2009,neotropical_carnivores,"c(-54.2309, -25.5207)"
